name,partyChanger,num,isFemale,isIndependent,isAkjol,isSDPK,isCommunist,isAtameken,isAtajurt,isRepublic,isArnamys,isBirbol,isKyrgyzstan,isOnuguu,isRepAtajurt,allParties,sozyv,party,sozyvMisser
Исмаилова Аида Жекшенбаевна,0,92,1,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Кабаев Акбаралы Саринжиевич,0,56,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Кадыралиев Санжарбек Кармышакович,0,75,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Кадыралиева Ыргал Кармышаковна,0,96,1,0,0,1,0,0,0,0,0,0,0,0,0,",,СДПК,",5,СДПК,
Кадыркулов Искендер Анарбекович,0,136,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Кадыров Бахтияр Сабиржанович,0,94,0,0,0,1,0,0,0,0,0,0,0,0,0,",,СДПК,",5,СДПК,
Кадыров Кубанычбек Бекбосунович,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,",СДПК,,",4,СДПК,
Казакбаев Руслан Айтбаевич,0,100,0,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Калмаматов Ажибай Айтиевич,0,55,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Калмаматов Бактыбек,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,",,Ата Мекен,",5,Ата Мекен,
Калмаматов Жыргалбек Айтиевич,0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,Кыргызстан",6,Кыргызстан,
Калматов Анарбек Баратович,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,",,Ар-Намыс,",5,Ар-Намыс,
Кангельдиев Азамат Нурказыевич,0,62,0,0,0,0,0,0,1,0,0,0,0,0,0,",,Ата-Журт,",5,Ата-Журт,
Каниметов Жангороз,0,54,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Карабеков Кабай Джабаевич,0,66,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",3,Самовыдвиженец,1.0
Карабеков Кабай Джабаевич,0,53,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",4,Ак Жол,1.0
Карамушкина Ирина Юрьевна,0,101,1,0,0,1,0,0,0,0,0,0,0,0,0,",СДПК,СДПК,СДПК",4,СДПК,1.0
Карамушкина Ирина Юрьевна,0,113,1,0,0,1,0,0,0,0,0,0,0,0,0,",СДПК,СДПК,СДПК",5,СДПК,1.0
Карамушкина Ирина Юрьевна,0,149,1,0,0,1,0,0,0,0,0,0,0,0,0,",СДПК,СДПК,СДПК",6,СДПК,1.0
Карашев Аалы Азимович,0,148,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Каримов Алмазбек Ташполотович,0,41,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Каримов Нодирбек Тохтосинович,0,131,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Касымалиева Аида Камчыбековна,0,135,1,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Келдибаев Сагындык Аширалиевич,0,99,0,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Келдибеков Ахматбек Келдибекович,0,65,0,1,0,0,0,0,1,0,0,0,0,0,0,"Самовыдвиженец,,Ата-Журт,",3,Самовыдвиженец,2.0
Келдибеков Ахматбек Келдибекович,0,59,0,1,0,0,0,0,1,0,0,0,0,0,0,"Самовыдвиженец,,Ата-Журт,",5,Ата-Журт,2.0
Кенжебаева Айнур Абдурасуловна,0,50,1,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Керезбеков Канат Керезбекович,0,110,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Керексизов Ташкул Джанузакович,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Керимкулов Айдарбек Темирбекович,0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Керимова Нурбюбю Сартовна,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Кодуранова Асель Союзбековна,0,95,1,0,0,1,0,0,0,0,0,0,0,0,0,",СДПК,,СДПК",4,СДПК,2.0
Кодуранова Асель Союзбековна,0,128,1,0,0,1,0,0,0,0,0,0,0,0,0,",СДПК,,СДПК",6,СДПК,2.0
Койчубаков Нурлан Кенешович,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Конушбаев Тынчтыкбек Кадырбекович,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,Кыргызстан",6,Кыргызстан,
Коркмазов Хаджимурат Зулкарнаевич,0,61,0,1,0,0,1,0,0,0,0,0,1,0,0,"Самовыдвиженец,Партия коммунистов Кыргызстана,,",3,Самовыдвиженец,1.0
Коркмазов Хаджимурат Зулкарнаевич,0,86,0,1,0,0,1,0,0,0,0,0,1,0,0,"Самовыдвиженец,Партия коммунистов Кыргызстана,,",4,Партия коммунистов Кыргызстана,1.0
Кудайбергенов Джаныш Камчыбекович,1,70,0,1,1,0,0,0,1,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,Ата-Журт,",3,Самовыдвиженец,1.0
Кудайбергенов Джаныш Камчыбекович,1,17,0,1,1,0,0,0,1,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,Ата-Журт,",4,Ак Жол,1.0
Кудайбергенов Джаныш Камчыбекович,1,66,0,1,1,0,0,0,1,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,Ата-Журт,",5,Ата-Журт,1.0
Кулбаев Абдирейим Стамкулович,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Кулбараков Абтандил Илдузович,0,122,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Куликова Галина Александровна,0,15,1,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Кулов Феликс Шаршенбаевич,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,",,Ар-Намыс,",5,Ар-Намыс,
Кунакунов Максат Касымжанович,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Курманов Зайнидин Карпекович,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Кыдыралиев Умбеталы Токторалиевич,0,101,0,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Кыдыров Дуйшембек Шакирович,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Левина Татьяна Владимировна,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,",,Ар-Намыс,",5,Ар-Намыс,
Летова Ирина Витальевна,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Мавлянова Махабат Эргешовна,0,97,1,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Мадеминов Мурадыл Ганыевич,0,124,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Мадумаров Адахан Кимсанбаевич,0,77,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Мадылбеков Туратбек,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,",,Ата Мекен,",5,Ата Мекен,
Мажитова Шарапаткан,0,50,1,0,0,0,0,0,1,0,0,0,0,0,0,",,Ата-Журт,",5,Ата-Журт,
Макеев Нурланбек Кадыкеевич,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,Кыргызстан",6,Кыргызстан,
Малабаев Муратбек Жеенбекович,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Малиев Арсланбек Касымакунович,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Мамасаидов Махаммаджан Ташалиевич,0,57,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",3,Самовыдвиженец,1.0
Мамасаидов Махаммаджан Ташалиевич,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",4,Ак Жол,1.0
Мамасалиев Алишер Тургунбаевич,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Мамасейитова Бумайрам Уташевна,0,82,1,0,0,0,1,0,0,0,0,0,1,0,0,",Партия коммунистов Кыргызстана,,",4,Партия коммунистов Кыргызстана,
Маматалиев Абдырахман Мадакимович,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,",,Ар-Намыс,",5,Ар-Намыс,
Маматалиев Марлен Абдырахманович,0,96,0,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Маматов Абдимуктар,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,",,Ата Мекен,",5,Ата Мекен,
Маматов Абдимуктар Маматович,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,",,,Ата Мекен",6,Ата Мекен,
Маматов Бактыгул Арстанович,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,",,Ар-Намыс,",5,Ар-Намыс,
Мамашова Айсулуу Турусбековна,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,",,,Ата Мекен",6,Ата Мекен,
Мамыров Раимбек Сатыкулович,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Мамырова Бодош Аманбаевна,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,",,Ар-Намыс,",5,Ар-Намыс,
Мамытов Талант Турдумаматович,1,46,0,0,0,0,0,0,1,1,0,0,0,0,1,",,Ата-Журт,Республика - Ата Журт",5,Ата-Журт,1.0
Мамытов Талант Турдумаматович,1,95,0,0,0,0,0,0,1,1,0,0,0,0,1,",,Ата-Журт,Республика - Ата Журт",6,Республика - Ата Журт,1.0
Мамытов Токтокучук Болотбекович,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,",,Ар-Намыс,",5,Ар-Намыс,
Маннанов Ильхом Абдукахарович,0,116,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Марипов Асамидин,0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Марипов Болот Арапбаевич,0,71,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Масабиров Таалайбек Айтмаматович,0,51,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,Кыргызстан",6,Кыргызстан,
Масалиев Исхак Абсаматович,1,36,0,1,0,0,1,0,0,0,0,0,1,1,0,"Самовыдвиженец,Партия коммунистов Кыргызстана,,Онугуу-Прогресс",3,Самовыдвиженец,2.0
Масалиев Исхак Абсаматович,1,84,0,1,0,0,1,0,0,0,0,0,1,1,0,"Самовыдвиженец,Партия коммунистов Кыргызстана,,Онугуу-Прогресс",4,Партия коммунистов Кыргызстана,2.0
Масалиев Исхак Абсаматович,1,66,0,1,0,0,1,0,0,0,0,0,1,1,0,"Самовыдвиженец,Партия коммунистов Кыргызстана,,Онугуу-Прогресс",6,Онугуу-Прогресс,2.0
Матраимов Искендер Исмаилович,0,109,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Мискенбаев Мээрбек Жайлообаевич,0,134,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Молдобаев Нарынбек,1,8,0,0,1,0,0,0,1,0,0,0,0,0,0,",Ак Жол,Ата-Журт,",4,Ак Жол,1.0
Молдобаев Нарынбек,1,57,0,0,1,0,0,0,1,0,0,0,0,0,0,",Ак Жол,Ата-Журт,",5,Ата-Журт,1.0
Молдобекова Гулкан Сакиновна,0,112,1,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Молдошева Динара Автандиловна,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Момбеков Рыскелди Чыныбекович,0,117,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Момункулов Авасбек,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Мукашев Муратбек Осмоналиевич,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Мурашев Нурбек Мурпазылжанович,0,80,0,0,0,0,0,0,0,1,0,0,0,0,0,",,Республика,",5,Республика,
Мурзубраимов Бектемир,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Мусабекова Жылдыз Аманбековна,0,127,1,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Мусаев Насыр Исмазович,0,44,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,Кыргызстан",6,Кыргызстан,
Мырзакматов Мелисбек Жоошбаевич,0,78,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Назаров Айтмамат Кошоевич,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,Кыргызстан",6,Кыргызстан,
Назаров Орзубек Пулетович,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Наргозуев Бегалы Молдогозуевич,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Нарматова Надира Азимовна,0,45,1,0,0,0,0,0,1,0,0,0,0,0,0,",,Ата-Журт,",5,Ата-Журт,
Никитенко Наталья Владимировна,0,39,1,0,0,0,0,1,0,0,0,0,0,0,0,",,Ата Мекен,Ата Мекен",5,Ата Мекен,1.0
Никитенко Наталья Владимировна,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,",,Ата Мекен,Ата Мекен",6,Ата Мекен,1.0
Нишанов Нургазы Нурланович,0,102,0,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Ниязалиева Дамира Абаскановна,0,94,1,0,0,1,0,0,0,0,0,0,0,0,0,",СДПК,СДПК,",4,СДПК,1.0
Ниязалиева Дамира Абаскановна,0,118,1,0,0,1,0,0,0,0,0,0,0,0,0,",СДПК,СДПК,",5,СДПК,1.0
Нурбаев Абдывахап Мамадрасулович,0,138,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Нуржанов Бакытбек Качкынбаевич,0,72,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Нурматов Кубанычбек Советович,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,Кыргызстан",6,Кыргызстан,
Нышанов Сайдилла Канболотович,0,14,0,1,0,0,0,1,0,0,0,0,0,0,0,"Самовыдвиженец,,,Ата Мекен",3,Самовыдвиженец,3.0
Нышанов Сайдилла Канболотович,0,11,0,1,0,0,0,1,0,0,0,0,0,0,0,"Самовыдвиженец,,,Ата Мекен",6,Ата Мекен,3.0
Обдунов Элмурат Абдувапович,0,73,0,0,0,0,0,0,0,1,0,0,0,0,0,",,Республика,",5,Республика,
Омурбекова Алтынай Сейтбековна,1,78,1,0,0,0,0,0,0,1,0,0,0,0,1,",,Республика,Республика - Ата Журт",5,Республика,1.0
Омурбекова Алтынай Сейтбековна,1,103,1,0,0,0,0,0,0,1,0,0,0,0,1,",,Республика,Республика - Ата Журт",6,Республика - Ата Журт,1.0
Омуркулов Иса Шейшенкулович,0,13,0,1,0,1,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,СДПК,,СДПК",3,Самовыдвиженец,2.0
Омуркулов Иса Шейшенкулович,0,93,0,1,0,1,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,СДПК,,СДПК",4,СДПК,2.0
Омуркулов Иса Шейшенкулович,0,108,0,1,0,1,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,СДПК,,СДПК",6,СДПК,2.0
Ормонов Улугбек Зулпукарович,1,12,0,1,1,0,0,0,0,0,0,1,0,0,0,"Самовыдвиженец,Ак Жол,,Бир Бол",3,Самовыдвиженец,2.0
Ормонов Улугбек Зулпукарович,1,4,0,1,1,0,0,0,0,0,0,1,0,0,0,"Самовыдвиженец,Ак Жол,,Бир Бол",4,Ак Жол,2.0
Ормонов Улугбек Зулпукарович,1,15,0,1,1,0,0,0,0,0,0,1,0,0,0,"Самовыдвиженец,Ак Жол,,Бир Бол",6,Бир Бол,2.0
Орозалиев Табылды,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Орозбаев Мамат,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,СДПК,",3,Самовыдвиженец,2.0
Орозбаев Мамат,0,104,0,1,0,1,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,СДПК,",5,СДПК,2.0
Орозова Карамат Бабашевна,0,118,1,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Оскомбаев Дамир Абдыкеримович,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Осмоналиев Каныбек,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,",,Ар-Намыс,",5,Ар-Намыс,
Осмонов Курманбек Эргешович,0,53,0,0,0,0,0,0,1,0,0,0,0,0,0,",,Ата-Журт,",5,Ата-Журт,
Осмонов Малик Калылович,0,72,0,0,0,0,0,0,0,1,0,0,0,0,0,",,Республика,",5,Республика,
Осмонова Айнура Шермаматовна,0,111,1,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Осмонова Нурзат Курманбековна,0,49,1,0,0,0,0,0,1,0,0,0,0,0,0,",,Ата-Журт,",5,Ата-Журт,
Отунбаева Роза Исаковна,0,98,1,0,0,1,0,0,0,0,0,0,0,0,0,",СДПК,,",4,СДПК,
Пирматов Исхак Айтбаевич,1,86,0,0,0,0,0,0,0,1,0,1,0,0,0,",,Республика,Бир Бол",5,Республика,1.0
Пирматов Исхак Айтбаевич,1,20,0,0,0,0,0,0,0,1,0,1,0,0,0,",,Республика,Бир Бол",6,Бир Бол,1.0
Покусаев Олег Николаевич,0,71,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Попов Сергей Владимирович,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",3,Самовыдвиженец,1.0
Попов Сергей Владимирович,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",4,Ак Жол,1.0
Примов Улан Бердибаевич,0,107,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Райымкулов Бактыбек Кемелбекович,0,94,0,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Рахимдинова Жылдыз Турсуновна,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Режавалиев Абдулатип Маматасанович,0,83,0,0,0,0,0,0,0,1,0,0,0,0,0,",,Республика,",5,Республика,
Рысалиев Зарылбек Кылычбекович,0,93,0,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Рыспаев Кожобек Джайчыбекович,1,6,0,0,0,1,0,0,0,0,1,0,0,0,0,",,Ар-Намыс,СДПК",5,Ар-Намыс,1.0
Рыспаев Кожобек Джайчыбекович,1,119,0,0,0,1,0,0,0,0,1,0,0,0,0,",,Ар-Намыс,СДПК",6,СДПК,1.0
Сабиров Алишер Ахмедович,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",3,Самовыдвиженец,1.0
Сабиров Алишер Ахмедович,0,18,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",4,Ак Жол,1.0
Сабиров Давран Муратович,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Сабиров Максат Эсенович,1,82,0,0,0,0,0,0,0,1,0,0,0,0,1,",,Республика,Республика - Ата Журт",5,Республика,1.0
Сабиров Максат Эсенович,1,98,0,0,0,0,0,0,0,1,0,0,0,0,1,",,Республика,Республика - Ата Журт",6,Республика - Ата Журт,1.0
Сабиров Равшанбек Азатович,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,",,Ата Мекен,",5,Ата Мекен,
Садыбакасова Шарипа,0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Садырбаев Дооронбек,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Садырбаева Гуласал,0,32,1,0,0,0,0,1,0,0,0,0,0,0,0,",,Ата Мекен,",5,Ата Мекен,
Сакебаев Советбек Абдышевич,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Сакебаев Эркин Абдышевич,0,107,0,0,0,1,0,0,0,0,0,0,0,0,0,",,СДПК,",5,СДПК,
Салахудинов Жалаллидин Сабахидинович,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Салимов Турсунтай Аблизович,0,117,0,0,0,1,0,0,0,0,0,0,0,0,0,",,СДПК,",5,СДПК,
Салымбеков Аскар Мааткабылович,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",3,Самовыдвиженец,1.0
Салымбеков Аскар Мааткабылович,0,37,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",4,Ак Жол,1.0
Салымбеков Мамытбай Маткабылович,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,СДПК,",3,Самовыдвиженец,2.0
Салымбеков Мамытбай Маткабылович,0,100,0,1,0,1,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,СДПК,",5,СДПК,2.0
Салянова Аида Женишбековна,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,",,,Ата Мекен",6,Ата Мекен,
Самаев Урматбек Обозбекович,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,Кыргызстан",6,Кыргызстан,
Самаков Карганбек Садыкович,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,"Самовыдвиженец,,Ата Мекен,",3,Самовыдвиженец,2.0
Самаков Карганбек Садыкович,0,34,0,1,0,0,0,1,0,0,0,0,0,0,0,"Самовыдвиженец,,Ата Мекен,",5,Ата Мекен,2.0
Самат Гульнара-Клара,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,",,,Ата Мекен",6,Ата Мекен,
Саматов Жыргалбек Алимбаевич,0,105,0,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Самигуллина Альфия Эльдаровна,0,132,1,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Сан Борис Анатольевич,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Сапарбаев Жоомарт Рахатович,0,38,0,0,0,0,0,1,0,0,0,0,0,0,0,",,Ата Мекен,",5,Ата Мекен,
Сариев Темир Аргембаевич,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Сарпашев Тайырбек Дуйшекеевич,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Сарсейитов Исланбек Зайырбекович,0,47,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,Кыргызстан",6,Кыргызстан,
Сасыкбаева Асия Айтбаевна,0,35,1,0,0,0,0,1,0,0,0,0,0,0,0,",,Ата Мекен,",5,Ата Мекен,
Сатыбалдиев Жанторо Жолдошевич,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Сатыбалдиев Кыянбек Урмаматович,0,150,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Сейтказиев Анаш Токтосунович,0,87,0,0,0,0,1,0,0,0,0,0,1,0,0,",Партия коммунистов Кыргызстана,,",4,Партия коммунистов Кыргызстана,
Сидоренко Раиса Васильевна,0,35,1,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Скрипкина Галина Анатольевна,0,91,1,0,0,1,0,0,0,0,0,0,0,0,0,",СДПК,СДПК,СДПК",4,СДПК,1.0
Скрипкина Галина Анатольевна,0,119,1,0,0,1,0,0,0,0,0,0,0,0,0,",СДПК,СДПК,СДПК",5,СДПК,1.0
Скрипкина Галина Анатольевна,0,151,1,0,0,1,0,0,0,0,0,0,0,0,0,",СДПК,СДПК,СДПК",6,СДПК,1.0
Строкова Евгения Григорьевна,0,145,1,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Субанбеков Бакирдин Жамалович,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,",,,Бир Бол",6,Бир Бол,
Субанбеков Таалайбек Джамалович,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Сулайманов Алтынбек Турдубаевич,1,34,0,0,1,0,0,0,0,1,0,1,0,0,0,",Ак Жол,Республика,Бир Бол",4,Ак Жол,1.0
Сулайманов Алтынбек Турдубаевич,1,87,0,0,1,0,0,0,0,1,0,1,0,0,0,",Ак Жол,Республика,Бир Бол",5,Республика,1.0
Сулайманов Алтынбек Турдубаевич,1,17,0,0,1,0,0,0,0,1,0,1,0,0,0,",Ак Жол,Республика,Бир Бол",6,Бир Бол,1.0
Сулайманов Нурлан Чолпонбаевич,0,56,0,0,0,0,0,0,1,0,0,0,0,0,0,",,Ата-Журт,",5,Ата-Журт,
Сулейманов Бахадыр Искакович,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,",,,Ата Мекен",6,Ата Мекен,
Султаналиева Гульжамал Тиленбаевна,0,85,1,0,0,0,1,0,0,0,0,0,1,0,0,",Партия коммунистов Кыргызстана,,",4,Партия коммунистов Кыргызстана,
Султанбекова Чолпон Аалыевна,1,90,1,0,0,0,0,0,0,1,0,0,1,0,0,",,Республика,Кыргызстан",5,Республика,1.0
Султанбекова Чолпон Аалыевна,1,46,1,0,0,0,0,0,0,1,0,0,1,0,0,",,Республика,Кыргызстан",6,Кыргызстан,1.0
Султанов Абдыкапар Маданбекович,0,61,0,0,0,0,0,0,0,0,0,0,0,1,0,",,,Онугуу-Прогресс",6,Онугуу-Прогресс,
Султанов Акылбек Шакирович,0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,",,СДПК,",5,СДПК,
