index,name,party
30.,Жээнбеков Асилбек Шарипович,Социал-демократическая партия Кыргызстана (СДПК)
31.,Ибрагимов Сергей Мухамедович,Политическая партия «Народная партия «Ак Жол»
32.,Иманалиева Айнура Касымбековна,Политическая партия «Народная партия «Ак Жол»
33.,Исабеков Кубанычбек Сатиндиевич,Политическая партия «Народная партия «Ак Жол»
34.,Исаева Динара Шертаевна,Политическая партия «Народная партия «Ак Жол»
35.,Исанова Мария Насирдиновна,Политическая партия «Народная партия «Ак Жол»
36.,Кабаев Акбаралы Саринжиевич,Политическая партия «Народная партия «Ак Жол»
37.,,Социал-демократическая партия Кыргызстана (СДПК)
38.,Калмаматов Ажибай Айтиевич,Политическая партия «Народная партия «Ак Жол»
39.,Каниметов Жангороз,Политическая партия «Народная партия «Ак Жол»
40.,Карабеков Кабай Джабаевич,Политическая партия «Народная партия «Ак Жол»
41.,Карамушкина Ирина Юрьевна,Социал-демократическая партия Кыргызстана (СДПК)
42.,Каримов Алмазбек Ташполотович,Политическая партия «Народная партия «Ак Жол»
43.,Кенжебаева Айнур Абдурасуловна,Политическая партия «Народная партия «Ак Жол»
44.,Керимова Нурбюбю Сартовна,Политическая партия «Народная партия «Ак Жол»
45.,Кодуранова Асель Союзбековна,Социал-демократическая партия Кыргызстана (СДПК)
46.,Койчубаков Нурлан Кенешович,Политическая партия «Народная партия «Ак Жол»
47.,Коркмазов Хаджимурат Зулкарнаевич,Партия коммунистов Кыргызстана
48.,Кудайбергенов Джаныш Камчибекович,Политическая партия «Народная партия «Ак Жол»
49.,Кулбаев Абдирейим Стамкулович,Политическая партия «Народная партия «Ак Жол»
50.,Куликова Галина Александровна,Политическая партия «Народная партия «Ак Жол»
51.,Кунакунов Максат Касымжанович,Политическая партия «Народная партия «Ак Жол»
52.,Курманов Зайнидин Карпекович,Политическая партия «Народная партия «Ак Жол»
53.,Кыдыров Дуйшембек Шакирович,Политическая партия «Народная партия «Ак Жол»
54.,Летова Ирина Витальевна,Политическая партия «Народная партия «Ак Жол»
55.,Мамасаидов Махаммаджан Ташалиевич,Политическая партия «Народная партия «Ак Жол»
56.,Мамасалиев Алишер Тургунбаевич,Политическая партия «Народная партия «Ак Жол»
57.,Мамасейитова Бумайрам Уташевна,Партия коммунистов Кыргызстана
58.,Масалиев Исхак Абсаматович,Партия коммунистов Кыргызстана
59.,Молдобаев Нарынбек,Политическая партия «Народная партия «Ак Жол»
60.,Молдошева Динара Автандиловна,Политическая партия «Народная партия «Ак Жол»
61.,Назаров Орзубек Пулетович,Политическая партия «Народная партия «Ак Жол»
62.,Наргозуев Бегалы Молдогозуевич,Политическая партия «Народная партия «Ак Жол»
63.,Ниязалиева Дамира Абаскановна,Социал-демократическая партия Кыргызстана (СДПК)
64.,Нуржанов Бакытбек Качкынбаевич  ,Политическая партия «Народная партия «Ак Жол»
65.,Омуркулов Иса Шейшенкулович,Социал-демократическая партия Кыргызстана (СДПК)
66.,Ормонов Улугбек Зулпукарович,Политическая партия «Народная партия «Ак Жол»
67.,Орозалиев Табылды,Политическая партия «Народная партия «Ак Жол»
68.,Отунбаева Роза Исаковна,Социал-демократическая партия Кыргызстана (СДПК)
69.,Покусаев Олег Николаевич,Политическая партия «Народная партия «Ак Жол»
70.,Попов Сергей Владимирович,Политическая партия «Народная партия «Ак Жол»
71.,Рахимдинова Жылдыз Турсуновна ,Политическая партия «Народная партия «Ак Жол»
72.,Сабиров Алишер Ахмедович,Политическая партия «Народная партия «Ак Жол»
73.,Садыбакасова Шарипа,Политическая партия«Народная партия «Ак Жол»
74.,Салахудинов Жалаллидин Сабахидинович ,Политическая партия «Народная партия «Ак Жол»
75.,Салымбеков Аскар Мааткабылович,Политическая партия «Народная партия «Ак Жол»
76.,Сан Борис Анатольевич,Политическая партия «Народная партия «Ак Жол»
77.,Сидоренко Раиса Васильевна,Политическая партия «Народная партия «Ак Жол»
78.,Скрипкина Галина Анатольевна,Социал-демократическая партия Кыргызстана (СДПК)
79.,Сулайманов Алтынбек Турдубаевич,Политическая партия «Народная партия «Ак Жол»
80.,Султаналиева Гульжамал Тиленбаевна,Партия коммунистов Кыргызстана
81.,Сыдыкова Лейла Чынтургановна,Политическая партия «Народная партия «Ак Жол»
82.,Тагаев Рашид Бакирович,Политическая партия «Народная партия «Ак Жол»
83.,Толонов Арапбай,Политическая партия «Народная партия «Ак Жол»
84.,Тулендыбаев Пархат Розымович,Политическая партия «Народная партия «Ак Жол»
85.,Турсунбаев Азизбек Атакозуевич,Политическая партия «Народная партия «Ак Жол» 
86.,Шабанова Татьяна Владимировна,Политическая партия «Народная партия «Ак Жол»
87.,Шадиев Аскарбек Алимбаевич,Политическая партия «Народная партия «Ак Жол»
88.,Шин Роман ,Партия коммунистов Кыргызстана
89.,Эгембердиев Шерали,Партия коммунистов Кыргызстана
90.,Юсуров Абдумеджит Лелезович,Политическая партия «Народная партия «Ак Жол»
