name,party_I,party_II,party_III,party_IV,party_V,party_VI,partyChanger,isFemale,allParties,partyCount,isPartyConstant
Мамасаидов Мухаммаджан Ташалиевич,Самовыдвиженцы,Самовыдвиженцы,Алга Кыргызстан,Ак Жол,,,1,0,"Самовыдвиженцы,Самовыдвиженцы,Алга Кыргызстан,Ак Жол,,",4,False
Салымбеков Аскар Мааткабылович,,,Алга Кыргызстан,Ак Жол,,,1,0,",,Алга Кыргызстан,Ак Жол,,",2,False
Тагаев Айтибай Султанович,,,Алга Кыргызстан,Ак Жол,,,1,0,",,Алга Кыргызстан,Ак Жол,,",2,False
Бурканов Арзыбек Орозматович,,,Алга Кыргызстан,Ак Жол,,,1,0,",,Алга Кыргызстан,Ак Жол,,",2,False
Сабиров Алишер Ахмедович,Самовыдвиженцы,Самовыдвиженцы,Самовыдвиженцы,Ак Жол,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,Самовыдвиженцы,Ак Жол,,",4,False
Толонов Арапбай,Самовыдвиженцы,Самовыдвиженцы,Самовыдвиженцы,Ак Жол,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,Самовыдвиженцы,Ак Жол,,",4,False
Карабеков Кабай Джабаевич,,Самовыдвиженцы,Самовыдвиженцы,Ак Жол,,,0,0,",Самовыдвиженцы,Самовыдвиженцы,Ак Жол,,",3,False
Тагаев Рашид Бакирович,,,Самовыдвиженцы,Ак Жол,,,0,0,",,Самовыдвиженцы,Ак Жол,,",2,False
Данилов Юрий Анатольевич,,,Самовыдвиженцы,Ак Жол,,,0,0,",,Самовыдвиженцы,Ак Жол,,",2,False
Попов Сергей Владимирович,,,Самовыдвиженцы,Ак Жол,,,0,0,",,Самовыдвиженцы,Ак Жол,,",2,False
Исабеков Кубанычбек Сатиндиевич,,,другое,Ак Жол,,,1,0,",,другое,Ак Жол,,",2,False
Мадумаров Адахан Кимсанбаевич,Самовыдвиженцы,Самовыдвиженцы,,Ак Жол,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,Ак Жол,,",3,False
Каниметов Жангороз,Самовыдвиженцы,Самовыдвиженцы,,Ак Жол,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,Ак Жол,,",3,False
Садыбакасова Шарипа Садыбакасовна,Самовыдвиженцы,Самовыдвиженцы,,Ак Жол,,,0,1,"Самовыдвиженцы,Самовыдвиженцы,,Ак Жол,,",3,False
Джолдошев Кубанычбек Ниязович,,Самовыдвиженцы,,Ак Жол,,,0,0,",Самовыдвиженцы,,Ак Жол,,",2,False
Курманов Зайнидин Карпекович,,Самовыдвиженцы,,Ак Жол,,,0,0,",Самовыдвиженцы,,Ак Жол,,",2,False
Абдуллаева Чолпон Галийаскеровна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Рахимдинова Жылдыз Турсуновна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Орозалиев Табылды,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Наргозуев Бегалы Молдогозуевич,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Назаров Орзубек Пулетович,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Молдошева Динара Автандиловна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Мамасалиев Алишер Тургунбаевич,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Летова Ирина Витальевна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Кыдыров Дуйшембек Шакирович,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Кунакунов Максат Касымжанович,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Куликова Галина Александровна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Кулбаев Абдирейим Стамкулович,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Койчубаков Нурлан Кенешович,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Салахудинов Жалаллидин Сабахидинович,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Абдырасаков Бейшенбек Токтобаевич,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Абдыраимова Роза Асановна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Шабанова Татьяна Владимировна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Сыдыкова Лейла Чынтургановна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Сидоренко Раиса Васильевна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Сан Борис Анатольевич,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Сакебаев Советбек Абдышевич,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Керимова Нурбюбю Сартовна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Каримов Алмазбек Ташполотович,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Баекова Чолпон Турсуновна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Аттокуров Осмонали Абдибалиевич,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Атамбаев Нурпазыл Сатышович,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Арсалиев Эрик Сайдалиевич,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Арабаев Автандил Анисович,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Акрамов Эрнаст Хашимович,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Байбураева Айгуль Бекишовна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Кенжебаева Айнур Абдурасуловна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Байтиков Асанбек Байдолотович,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Калмаматов Ажибай Айтиевич,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Кабаев Акбаралы Саринжиевич,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Исанова Мария Насирдиновна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Иманалиева Айнура Касымбековна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Ибрагимов Сергей Мухамедович,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Жумабекова Турдукан Абдыкарыевна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Жакыпов Жолдошбек Сейталиевич,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Дербишева Гульнара Толубаевна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Бурханов Авдикаримходжа Ходжаевич,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Бекенова Зулхабира,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Покусаев Олег Николаевич,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Нуржанов Бакытбек Качкынбаевич,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Базаркулова Гульмира Мукашевна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Кадыралиев Санжарбек Кармышакович,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Иманалиев Бактыбек Тыбынович,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Мырзакматов Мелисбек Жоошбаевич,,,,Ак Жол,,,0,0,",,,Ак Жол,,",1,False
Ибраимова Эльмира Султановна,,,,Ак Жол,,,0,1,",,,Ак Жол,,",1,False
Коркмазов Хаджимурат Зулкарнаевич,Самовыдвиженцы,Самовыдвиженцы,Самовыдвиженцы,Партия коммунистов,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,Самовыдвиженцы,Партия коммунистов,,",4,False
Байло Николай Иванович,,Самовыдвиженцы,,Партия коммунистов,,,0,0,",Самовыдвиженцы,,Партия коммунистов,,",2,False
Акунов Бейшебек Акунович,,Самовыдвиженцы,,Партия коммунистов,,,0,0,",Самовыдвиженцы,,Партия коммунистов,,",2,False
Мамасейитова Бумайрам Уташевна,,,,Партия коммунистов,,,0,1,",,,Партия коммунистов,,",1,False
Султаналиева Гульжамал Тиленбаевна,,,,Партия коммунистов,,,0,1,",,,Партия коммунистов,,",1,False
Сейтказиев Анаш Токтосунович,,,,Партия коммунистов,,,0,0,",,,Партия коммунистов,,",1,False
Эгембердиев Шерали,,,,Партия коммунистов,,,0,0,",,,Партия коммунистов,,",1,False
Ирсалиев Рахатбек Молдобекович,,,Самовыдвиженцы,СДПК,,,0,0,",,Самовыдвиженцы,СДПК,,",2,False
Джураев Мурат Каттабекович,,,Самовыдвиженцы,СДПК,,,0,0,",,Самовыдвиженцы,СДПК,,",2,False
Бешимов Бактыбек Джолчубекович,,,,СДПК,,,0,0,",,,СДПК,,",1,False
Кадыров Кубанычбек Бекбосунович,,,,СДПК,,,0,0,",,,СДПК,,",1,False
Шабатоев Руслан Алымкулович,,,,СДПК,,,0,0,",,,СДПК,,",1,False
Азыранкулов Айбек Джаныбекович,,,,СДПК,,,0,0,",,,СДПК,,",1,False
Отунбаева Роза Исаковна,,,,СДПК,,,0,1,",,,СДПК,,",1,False
Асанакунов Мирбек Аскерович,,,,СДПК,,,0,0,",,,СДПК,,",1,False
Джээнбеков Жусупжан Амражанович,,,,СДПК,,,0,0,",,,СДПК,,",1,False
Мурзубраимов Бектемир,Самовыдвиженцы,Самовыдвиженцы,Адилет,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,Адилет,,,",3,False
Эсенаманов Замирбек Садыбакасович,,,Адилет,,,,0,0,",,Адилет,,,",1,False
Торобаев Эргеш Торобаевич,Самовыдвиженцы,Самовыдвиженцы,Алга Кыргызстан,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,Алга Кыргызстан,,,",3,False
Марипов Асамидин,,Самовыдвиженцы,Алга Кыргызстан,,,,0,0,",Самовыдвиженцы,Алга Кыргызстан,,,",2,False
Сарпашев Тайырбек Дуйшекеевич,,Самовыдвиженцы,Алга Кыргызстан,,,,0,0,",Самовыдвиженцы,Алга Кыргызстан,,,",2,False
Керимкулов Айдарбек Темирбекович,,Самовыдвиженцы,Алга Кыргызстан,,,,0,0,",Самовыдвиженцы,Алга Кыргызстан,,,",2,False
Оскомбаев Дамир Абдыкеримович,,,Алга Кыргызстан,,,,0,0,",,Алга Кыргызстан,,,",1,False
Абдуллаев Абдурахман Абдусаттарович,,,Алга Кыргызстан,,,,0,0,",,Алга Кыргызстан,,,",1,False
Хакимов Абдумуталип Мирзарахимович,,,Алга Кыргызстан,,,,0,0,",,Алга Кыргызстан,,,",1,False
Момункулов Авасбек,,,Алга Кыргызстан,,,,0,0,",,Алга Кыргызстан,,,",1,False
Абдылдаев Нурдин Туратбекович,,,Алга Кыргызстан,,,,0,0,",,Алга Кыргызстан,,,",1,False
Журавлев Олег Владимирович,,,Алга Кыргызстан,,,,0,0,",,Алга Кыргызстан,,,",1,False
Садырбаев Дооронбек,Самовыдвиженцы,Самовыдвиженцы,Движение Ата-Журт,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,Движение Ата-Журт,,,",3,False
Мукашев Муратбек Осмоналиевич,,Самовыдвиженцы,Движение Ата-Журт,,,,0,0,",Самовыдвиженцы,Движение Ата-Журт,,,",2,False
Байболов Кубатбек Калбекович,Самовыдвиженцы,Самовыдвиженцы,Самовыдвиженцы,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,Самовыдвиженцы,,,",3,False
Урманаев Султан Исакунович,Самовыдвиженцы,,Самовыдвиженцы,,,,0,0,"Самовыдвиженцы,,Самовыдвиженцы,,,",2,False
Малиев Арсланбек Касымакунович,Самовыдвиженцы,Самовыдвиженцы,Самовыдвиженцы,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,Самовыдвиженцы,,,",3,False
Сабиров Давран Муратович,Самовыдвиженцы,Самовыдвиженцы,Самовыдвиженцы,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,Самовыдвиженцы,,,",3,False
Сариев Темир Аргембаевич,,Самовыдвиженцы,Самовыдвиженцы,,,,0,0,",Самовыдвиженцы,Самовыдвиженцы,,,",2,False
Сатыбалдиев Жанторо Жолдошевич,,,Самовыдвиженцы,,,,0,0,",,Самовыдвиженцы,,,",1,False
Субанбеков Таалайбек Джамалович,,,Самовыдвиженцы,,,,0,0,",,Самовыдвиженцы,,,",1,False
Акаев Айдар Аскарович,,,Самовыдвиженцы,,,,0,0,",,Самовыдвиженцы,,,",1,False
Аркабаев Номанжан Акматович,,,Самовыдвиженцы,,,,0,0,",,Самовыдвиженцы,,,",1,False
Абдурасулов Ином Эргашевич,,,Самовыдвиженцы,,,,0,0,",,Самовыдвиженцы,,,",1,False
Эшимканов Мелис Асаналиевич,,,Самовыдвиженцы,,,,0,0,",,Самовыдвиженцы,,,",1,False
Керексизов Ташкул Джанузакович,,,Самовыдвиженцы,,,,0,0,",,Самовыдвиженцы,,,",1,False
Арстанбеков Акылбек Советбекович,,,Самовыдвиженцы,,,,0,0,",,Самовыдвиженцы,,,",1,False
Байсалов Эркин Абдыкадырович,,,Самовыдвиженцы,,,,0,0,",,Самовыдвиженцы,,,",1,False
Малабаев Муратбек Жеенбекович,,,Самовыдвиженцы,,,,0,0,",,Самовыдвиженцы,,,",1,False
Мамыров Раимбек Сатыкулович,,,Самовыдвиженцы,,,,0,0,",,Самовыдвиженцы,,,",1,False
Батыров Кадыржан Алымджанович,,,Самовыдвиженцы,,,,0,0,",,Самовыдвиженцы,,,",1,False
Марипов Болот Арапбаевич,,,Самовыдвиженцы,,,,0,0,",,Самовыдвиженцы,,,",1,False
Бекназаров Азимбек Анаркулович,,Самовыдвиженцы,другое,,,,0,0,",Самовыдвиженцы,другое,,,",2,False
Абдраимов Туйгунаалы Дуйшеналиевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Кадырбеков Адылбек,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Ибраимов Абыт,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Жураев Бурибай Жураевич,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Жоробеков Жолборс,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Жекшеев Жыпар,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Жалилов Имамберди,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Джангарачева Мира Камилевна,Самовыдвиженцы,,,,,,0,1,"Самовыдвиженцы,,,,,",1,False
Гринько Виктор Михайлович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Гогаев Борис Хамитович,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Бокошев Жамгырбек,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Качкеев Рыспек Омоевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Ачылова Рахат,Самовыдвиженцы,,,,,,0,1,"Самовыдвиженцы,,,,,",1,False
Акматбеков Зарылбек,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Адамбеков Доктурбек Адамбекович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Эрматов Аскарбек Эрматович,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Эркинбаев Баяман Гавусович,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Эркебаев Абдыганы,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Шевелев Владимир Николаевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Фаттахов Бахтияржан Азизович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Усубалиев Турдакун Усубалиевич,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Мамаюсупов Омурзак Шеранович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Мукамбаев Усуп,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Дунларов Шабар Манеевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Авдеев Валерий Михайлович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Исмаилов Есен Жумазович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Акималиев Джамин,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Калмурзаев Марат Исмаилович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Ибраимов Жумабек Ибраимович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Идинов Кубанычбек,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Кадырбеков Ишенбай Дюшенбиевич,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Мамытов Миталип,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Суваналиев Омурбек Исакович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Джеенбеков Сатывалды Амиражанович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Молдогазиев Эркинтур,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Шайлиева Токон Асановна,Самовыдвиженцы,,,,,,0,1,"Самовыдвиженцы,,,,,",1,False
Чолпонбаев Мукар Шалтакович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Усенов Данияр Токтогулович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Сыдыков Шералы Матенович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Проненко Алевтина Павловна,Самовыдвиженцы,Самовыдвиженцы,,,,,0,1,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Мусулманкулов Октябрй Кыдырмаевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Узакбаев Эмильбек Узакбаевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Кудайбердиев Атагельди,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Кочкоров Эсенбай,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Казакбаев Жалгап Ийманбекович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Заиров Маматоктор Садырбаевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Жээнбеков Сооронбай Шарипович,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Донобаев Орозалы Дуйшонович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Диль Валерий Исидорович,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Воробьев Борис Дмитриевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Кудайбергенов Камчыбек,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Асаналев Ганы Бекбоевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Алыкулов Тыныбек Маматжанович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Алыкулов Муканбек Калмаматович,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Акматбаев Таберик Коноевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Акказиев Булат Акунович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Айтматов Чынгыз Торокулович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Айбалаев Мамат Марипович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Абсатаров Абдыкайым Полотович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Абдуллаев Абдусатар,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Абдылдаев Бакытбек Табылдиевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Абдрисаев Бактыбек Дюшенович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Анаркулов Тургунбай,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Кулмурзаев Тургунбек Насипович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Мамакеев Мамбет,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Токтомышев Советбек,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Токтоболотов Малабек Анашевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Токоев Иса Насыралиевич,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Тойчубеков Юруслан Жуманович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Тентиев Дженишбек Абдиевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Сыдыков Усен,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Султанов Бекболот Мырзакасымович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Сарыгулов Дастан Исламович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Раимкулов Асан,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Раимбеков Жолдошбек Раимбекович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Примов Бердибай,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Осмонов Бекмамат,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Нур уулу Досбол,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Матыев Эркинбек Сагыналиевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Момуналиев Талгарбек,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Матубраимов Алманбет,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Масалиев Абсамат Масалиевич,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Марышев Анатолий Никитович,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Тулубердиев Жамалбек Тулебердиевич,Самовыдвиженцы,,,,,,0,0,"Самовыдвиженцы,,,,,",1,False
Байкоджоев Болот Мукашевич,Самовыдвиженцы,Самовыдвиженцы,,,,,0,0,"Самовыдвиженцы,Самовыдвиженцы,,,,",2,False
Абдимомунов Алишер,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Исаев Кыдык Шайдинович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Измаилов Аскар Бекматович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Жолчиев Бакир Дыйканович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Васильев Лев Алексеевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Борубаев Алтай Асылканович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Бакиев Осмонбек Керимбаевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Калматов Тойгонбай Зикирович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Акулуев Жуман Кемелович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Акаев Асанкул,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Абдылдаев Таалайбек Адылбаевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Чотонов Дуйшенкул Тезекбаевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Чекиев Турдубек Узакбаевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Худайбергенов Болот Джузумкулович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Акылбеков Искендер Кадырбекович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Касымов Камбаралы Жолотаевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Кожомкулов Тулемуш Жапаркулович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Шарипов Курманбек,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Турдумамбетов Жолдошбек,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Тилебалиев Адылбек Казыбекович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Савицкий Александр Васильевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Рустенбеков Джаныш Султанкулович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Назаралиев Эсенбай Сейдилдаевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Морозов Павел Александрович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Медетбеков Шамшыбек Осмонкулович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Маматов Самаган,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Маманов Рустам Ырысбаевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Толоконцев Владимир Григорьевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Таштанбеков Акбокон Дукенович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Иманкулов Бактыбек Абдыкулович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Дуйшеев Орозбек Дуйшеевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Булекбаев Эркин Касымович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Алымбеков Бактыбек Маданбекович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Чырмашев Сатывалды Чырмашевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
